legId,searchDate,flightDate,startingAirport,destinationAirport,fareBasisCode,travelDuration,elapsedDays,isBasicEconomy,isRefundable,isNonStop,baseFare,totalFare,seatsRemaining,totalTravelDistance,segmentsDepartureTimeEpochSeconds,segmentsDepartureTimeRaw,segmentsArrivalTimeEpochSeconds,segmentsArrivalTimeRaw,segmentsArrivalAirportCode,segmentsDepartureAirportCode,segmentsAirlineName,segmentsAirlineCode,segmentsEquipmentDescription,segmentsDurationInSeconds,segmentsDistance,segmentsCabinCode
aef89b12a5b32bedfb8cf9bf0d702515,2022-06-25,2022-08-01,CLT,MIA,UAVOA0MQ,PT4H30M,0,False,False,False,200.00,237.10,7,824,1659357000||1659366540,2022-08-01T08:30:00.000-04:00||2022-08-01T11:09:00.000-04:00,1659361380||1659373200,2022-08-01T09:43:00.000-04:00||2022-08-01T13:00:00.000-04:00,ATL||MIA,CLT||ATL,Delta||Delta,DL||DL,Boeing 717||Boeing 737-900,4380||6660,228||596,coach||coach
f51ab032d863043ca438bcc8295121b7,2022-05-14,2022-05-20,MIA,ORD,M7AJZNN1,PT6H16M,0,False,False,False,287.44,332.60,4,1824,1653062400||1653075300,2022-05-20T12:00:00.000-04:00||2022-05-20T15:35:00.000-04:00,1653073140||1653084960,2022-05-20T14:59:00.000-04:00||2022-05-20T17:16:00.000-05:00,JFK||ORD,MIA||JFK,American Airlines||American Airlines,AA||AA,Boeing 737 MAX 8||Boeing 737-800,10740||9660,1104||720,coach||coach
2c99498b85af60c56fe03dd922f26ac1,2022-04-24,2022-05-01,BOS,IAD,G7AJZNN1,PT5H34M,0,False,False,False,321.86,368.10,2,1055,1651405380||1651419660,2022-05-01T07:43:00.000-04:00||2022-05-01T11:41:00.000-04:00,1651414200||1651425420,2022-05-01T10:10:00.000-04:00||2022-05-01T13:17:00.000-04:00,CLT||IAD,BOS||CLT,American Airlines||American Airlines,AA||AA,Airbus A320||Canadian Regional Jet 700,8820||5760,728||327,coach||coach
7ff53f94830f0b8a44f9a742d09307f6,2022-05-08,2022-05-10,OAK,LAX,VH3OAVMN,PT9H27M,0,False,False,False,420.46,480.10,5,1432,1652206200||1652223420||1652234400,2022-05-10T11:10:00.000-07:00||2022-05-10T15:57:00.000-07:00||2022-05-10T19:00:00.000-07:00,1652212080||1652229840||1652240220,2022-05-10T12:48:00.000-07:00||2022-05-10T17:44:00.000-07:00||2022-05-10T20:37:00.000-07:00,PDX||SFO||LAX,OAK||PDX||SFO,Alaska Airlines||United||United,AS||UA||UA,Embraer 175||Boeing 737-900||Airbus A320,5880||6420||5820,543||550||339,coach||coach||coach
8e0c3fce2af8fa0ee24bada7af961dbd,2022-04-23,2022-05-08,DFW,ORD,HAA0OKEN,PT2H30M,0,False,False,True,282.79,318.60,6,799,1652049300,2022-05-08T17:35:00.000-05:00,1652058300,2022-05-08T20:05:00.000-05:00,ORD,DFW,United,UA,Airbus A320,9000,799,coach
c2a0034b05e6fd667e8cfecee731cfd8,2022-05-06,2022-07-01,BOS,DTW,SL2AUEL1,PT4H58M,0,False,False,False,254.89,297.61,7,670,1656680280||1656691200,2022-07-01T08:58:00.000-04:00||2022-07-01T12:00:00.000-04:00,1656684600||1656698160,2022-07-01T10:10:00.000-04:00||2022-07-01T13:56:00.000-04:00,JFK||DTW,BOS||JFK,JetBlue Airways||JetBlue Airways,B6||B6,Airbus A320||Embraer 190,4320||6960,185||485,coach||coach
a2cb5592d77e70f6338f46dee2196044,2022-05-18,2022-06-01,DTW,MIA,SAA4OHEN,PT9H10M,0,False,False,False,184.19,227.20,1,1589,1654084200||1654106400,2022-06-01T07:50:00.000-04:00||2022-06-01T14:00:00.000-04:00,1654090800||1654117200,2022-06-01T09:40:00.000-04:00||2022-06-01T17:00:00.000-04:00,EWR||MIA,DTW||EWR,United||United,UA||UA,Embraer 170||Boeing 737 MAX 8,6600||10800,485||1104,coach||coach
1ae0525666caae06874737c3063ad922,2022-05-09,2022-05-18,MIA,IAD,KAA7PHDN,PT10H37M,1,False,False,False,295.81,347.20,2,1325,1652921280||1652954400,2022-05-18T20:48:00.000-04:00||2022-05-19T06:00:00.000-04:00,1652932740||1652959500,2022-05-18T23:59:00.000-04:00||2022-05-19T07:25:00.000-04:00,EWR||IAD,MIA||EWR,United||United,UA||UA,Boeing 737 MAX 8||Boeing 757-200,11460||5100,1104||221,coach||coach
8ba325acc7f28b621a0e19028bbb3f46,2022-05-06,2022-06-01,LAX,PHL,S0AGZNN1,PT9H16M,1,False,False,False,322.79,370.60,2,3355,1654150800||1654174440,2022-06-01T23:20:00.000-07:00||2022-06-02T08:54:00.000-04:00,1654168140||1654184160,2022-06-02T07:09:00.000-04:00||2022-06-02T11:36:00.000-04:00,MIA||PHL,LAX||MIA,American Airlines||American Airlines,AA||AA,BOEING 777-300ER||Boeing 787-8,17340||9720,2339||1016,coach||coach
cbfca777a12e4fa63f8db47706281bae,2022-04-27,2022-04-28,JFK,DEN,KA0QA0MQ,PT8H54M,0,False,False,False,501.40,562.61,9,1948,1651145400||1651160580,2022-04-28T07:30:00.000-04:00||2022-04-28T11:43:00.000-04:00,1651150320||1651177440,2022-04-28T08:52:00.000-04:00||2022-04-28T14:24:00.000-06:00,BOS||DEN,JFK||BOS,Delta||United,DL||UA,Embraer 175||Boeing 737-800,4920||16860,185||1763,coach||coach
54617fd00a7918040efca4c85b8597d1,2022-04-22,2022-04-27,ORD,LGA,WAA0AHEN,PT4H39M,0,False,False,False,160.93,196.60,9,815,1651076100||1651088100,2022-04-27T11:15:00.000-05:00||2022-04-27T15:35:00.000-04:00,1651082760||1651092840,2022-04-27T14:06:00.000-04:00||2022-04-27T16:54:00.000-04:00,IAD||LGA,ORD||IAD,United||United,UA||UA,Airbus A319||,6660||4740,594||221,coach||coach
a1ca3e9c619d219f7892b6412e84ea4b,2022-05-05,2022-06-24,DFW,PHL,MA3OA0MC,PT8H11M,0,False,False,False,488.38,548.61,9,1392,1656067080||1656089100,2022-06-24T05:38:00.000-05:00||2022-06-24T12:45:00.000-04:00,1656074940||1656096540,2022-06-24T08:49:00.000-04:00||2022-06-24T14:49:00.000-04:00,ATL||PHL,DFW||ATL,Delta||Delta,DL||DL,Airbus A321||Boeing 737-900,7860||7440,725||667,coach||coach
f3fda33586480eb7d88c1df3042b8e90,2022-05-31,2022-06-23,DTW,OAK,KNR,PT14H13M,0,False,False,False,189.00,296.58,0,,1655976000||1656021600,2022-06-23T05:20:00.000-04:00||2022-06-23T15:00:00.000-07:00,1655991420||1656027180,2022-06-23T06:37:00.000-07:00||2022-06-23T16:33:00.000-07:00,LAS||OAK,DTW||LAS,Spirit Airlines||Spirit Airlines,NK||NK,AIRBUS INDUSTRIE A321 SHARKLETS||,15420||5580,None||None,coach||coach
581b734fab492aae9cac0d2adcfa7b32,2022-06-03,2022-07-16,DEN,CLT,H0APZNN1,PT3H19M,0,False,False,True,510.70,563.60,2,1346,1657998900,2022-07-16T13:15:00.000-06:00,1658010840,2022-07-16T18:34:00.000-04:00,CLT,DEN,American Airlines,AA,Airbus A321,11940,1346,coach
e25f0c1d84d3ef9d0190176a4e97254d,2022-06-20,2022-07-12,DEN,PHL,V7CXNR,PT12H58M,0,False,False,False,130.00,237.58,0,,1657627200||1657663800,2022-07-12T06:00:00.000-06:00||2022-07-12T18:10:00.000-04:00,1657641180||1657673880,2022-07-12T11:53:00.000-04:00||2022-07-12T20:58:00.000-04:00,FLL||PHL,DEN||FLL,Spirit Airlines||Spirit Airlines,NK||NK,||AIRBUS INDUSTRIE A320 SHARKLETS,13980||10080,None||None,coach||coach
b8c1e1253622aece6ef9f9d6d3ca5289,2022-06-04,2022-07-05,PHL,EWR,NVBWZNN1,PT8H53M,0,False,False,False,306.04,356.69,7,994,1657017300||1657043220,2022-07-05T06:35:00.000-04:00||2022-07-05T13:47:00.000-04:00,1657023240||1657049280,2022-07-05T08:14:00.000-04:00||2022-07-05T15:28:00.000-04:00,CLT||EWR,PHL||CLT,American Airlines||American Airlines,AA||AA,Airbus A320||Airbus A321,5940||6060,449||545,coach||coach
5ef33e40d6b640a4f790a409a51f876b,2022-06-20,2022-07-13,CLT,LGA,NVAGZNN3,PT5H33M,0,False,False,False,128.37,160.10,7,548,1657712100||1657728000,2022-07-13T07:35:00.000-04:00||2022-07-13T12:00:00.000-04:00,1657717140||1657732080,2022-07-13T08:59:00.000-04:00||2022-07-13T13:08:00.000-04:00,DCA||LGA,CLT||DCA,American Airlines||American Airlines,AA||AA,Airbus A320||Airbus A319,5040||4080,327||221,coach||coach
3061a5c3440cda921caf43890d662dc9,2022-04-17,2022-05-12,ATL,ORD,L0AIZNN1,PT6H8M,0,False,False,False,227.91,267.10,7,820,1652386440||1652400720,2022-05-12T16:14:00.000-04:00||2022-05-12T20:12:00.000-04:00,1652391060||1652408520,2022-05-12T17:31:00.000-04:00||2022-05-12T21:22:00.000-05:00,CLT||ORD,ATL||CLT,American Airlines||American Airlines,AA||AA,Airbus A319||Boeing 737-800,4620||7800,228||592,coach||coach
1e3b4e75db1f5ee5bfb84cb027a05ff2,2022-06-15,2022-06-25,CLT,LAX,V7AWZNN1,PT6H48M,0,False,False,False,366.51,416.10,5,2168,1656202200||1656215040,2022-06-25T20:10:00.000-04:00||2022-06-25T22:44:00.000-05:00,1656211740||1656226680,2022-06-25T21:49:00.000-05:00||2022-06-25T23:58:00.000-07:00,DFW||LAX,CLT||DFW,American Airlines||American Airlines,AA||AA,Airbus A321||Airbus A321,9540||11640,930||1238,coach||coach
387b8b7cee63d6252aa2ffead1bb7566,2022-06-14,2022-06-23,BOS,ATL,G3AJZNN1,PT7H15M,0,False,False,False,202.79,240.10,7,956,1656009480||1656031200,2022-06-23T14:38:00.000-04:00||2022-06-23T20:40:00.000-04:00,1656018000||1656035580,2022-06-23T17:00:00.000-04:00||2022-06-23T21:53:00.000-04:00,CLT||ATL,BOS||CLT,American Airlines||American Airlines,AA||AA,Airbus A321||Airbus A319,8520||4380,728||228,coach||coach
5bef2050a4a0a8cf39483e5201ad9e32,2022-06-22,2022-06-24,ORD,DFW,YNR,PT6H25M,0,False,False,False,249.00,356.58,0,,1656098400||1656111540,2022-06-24T14:20:00.000-05:00||2022-06-24T18:59:00.000-04:00,1656108300||1656121500,2022-06-24T18:05:00.000-04:00||2022-06-24T20:45:00.000-05:00,TPA||DFW,ORD||TPA,Spirit Airlines||Spirit Airlines,NK||NK,AIRBUS INDUSTRIE A320 SHARKLETS||,9900||9960,None||None,coach||coach
62e5a7721028a57b8d40a665f31b3a29,2022-06-04,2022-07-26,DEN,CLT,HA3OA0MC,PT5H31M,0,False,False,False,320.93,368.60,9,1435,1658836800||1658852280,2022-07-26T06:00:00.000-06:00||2022-07-26T12:18:00.000-04:00,1658847120||1658856660,2022-07-26T10:52:00.000-04:00||2022-07-26T13:31:00.000-04:00,ATL||CLT,DEN||ATL,Delta||Delta,DL||DL,Airbus A321||Boeing 717,10320||4380,1207||228,coach||coach
b652b899bf84d2d977f78da8cfc8a7a0,2022-05-08,2022-06-16,SFO,LGA,QH0PUEL1,PT11H24M,1,False,False,False,555.35,620.60,7,3665,1655446200||1655476800,2022-06-16T23:10:00.000-07:00||2022-06-17T10:40:00.000-04:00,1655466840||1655487240,2022-06-17T07:54:00.000-04:00||2022-06-17T13:34:00.000-04:00,FLL||LGA,SFO||FLL,JetBlue Airways||JetBlue Airways,B6||B6,Airbus A319-321||Airbus A320,20640||10440,2580||1085,coach||coach
cc13c7f6992f85bfd6a4afca445e7414,2022-04-27,2022-06-14,LGA,DTW,SVAJZNN3,PT2H11M,0,False,False,True,101.40,123.61,7,485,1655204100,2022-06-14T06:55:00.000-04:00,1655211960,2022-06-14T09:06:00.000-04:00,DTW,LGA,American Airlines,AA,Embraer 175,7860,485,coach
96498d7d7af830f2eb28ce2fa2ec9cb7,2022-04-21,2022-05-27,LGA,PHL,ZI7AUEL1,PT8H28M,0,False,False,False,188.83,232.19,7,465,1653656400||1653680700,2022-05-27T09:00:00.000-04:00||2022-05-27T15:45:00.000-04:00,1653661500||1653686880,2022-05-27T10:25:00.000-04:00||2022-05-27T17:28:00.000-04:00,BOS||PHL,LGA||BOS,JetBlue Airways||JetBlue Airways,B6||B6,Embraer 190||Embraer 190,5100||6180,185||280,coach||coach
c5e89e761d13ac9c9645efd1fb4f2efe,2022-06-08,2022-07-02,ORD,LAX,L8AIZNN1,PT5H44M,0,False,False,False,406.51,460.60,7,1766,1656801900||1656817920,2022-07-02T17:45:00.000-05:00||2022-07-02T20:12:00.000-07:00,1656814800||1656822540,2022-07-02T19:20:00.000-07:00||2022-07-02T21:29:00.000-07:00,PHX||ONT,ORD||PHX,American Airlines||American Airlines,AA||AA,Boeing 737-800||Canadair Regional Jet 900,12900||4620,1440||326,coach||coach
fc2e1406e3bd2bf6e46b45faa5eeb343,2022-06-17,2022-08-04,ATL,CLT,TAA2AKES,PT9H37M,0,False,False,False,267.90,317.19,1,868,1659619800||1659647700,2022-08-04T09:30:00.000-04:00||2022-08-04T17:15:00.000-04:00,1659626400||1659654420,2022-08-04T11:20:00.000-04:00||2022-08-04T19:07:00.000-04:00,IAD||CLT,ATL||IAD,United||United,UA||UA,Airbus A319||Embraer 175 (Enhanced Winglets),6600||6720,541||327,coach||coach
63565a2d4df935f5b68c9df2454213ff,2022-05-21,2022-07-02,IAD,LGA,HAA0OKEN,PT5H36M,0,False,False,False,458.61,516.61,8,1303,1656795900||1656807300,2022-07-02T17:05:00.000-04:00||2022-07-02T20:15:00.000-04:00,1656802680||1656816060,2022-07-02T18:58:00.000-04:00||2022-07-02T22:41:00.000-04:00,ATL||LGA,IAD||ATL,United||Delta,UA||DL,Airbus A319||Airbus A320,6780||8760,541||762,coach||coach
088c015410f4393b681496fb0d02681f,2022-06-22,2022-07-29,OAK,ORD,VH4OASMN,PT16H24M,1,False,False,False,522.79,595.70,7,2396,1659116340||1659149100||1659163200,2022-07-29T10:39:00.000-07:00||2022-07-29T19:45:00.000-07:00||2022-07-29T23:40:00.000-07:00,1659123600||1659152940||1659175380,2022-07-29T12:40:00.000-07:00||2022-07-29T20:49:00.000-07:00||2022-07-30T05:03:00.000-05:00,SEA||GEG||ORD,OAK||SEA||GEG,Alaska Airlines||Alaska Airlines||United,AS||AS||UA,Embraer 175||Boeing 737-900||Airbus A320,7260||3840||12180,672||223||1501,coach||coach||coach
807d028e30ac442d730030d29559784f,2022-05-13,2022-06-03,LAX,MIA,M3AWZNN1,PT7H33M,0,False,False,False,333.02,381.60,10,2308,1654268400||1654284840,2022-06-03T08:00:00.000-07:00||2022-06-03T14:34:00.000-05:00,1654279140||1654295580,2022-06-03T12:59:00.000-05:00||2022-06-03T18:33:00.000-04:00,DFW||MIA,ONT||DFW,American Airlines||American Airlines,AA||AA,Airbus A321||Airbus A321,10740||10740,1193||1115,coach||coach
d0816b2e9692fd8f9021b8ddbe736290,2022-04-25,2022-06-20,PHL,DEN,GUAIZNN1,PT6H16M,0,False,False,False,498.62,559.62,7,1575,1655736300||1655749800,2022-06-20T10:45:00.000-04:00||2022-06-20T13:30:00.000-05:00,1655745000||1655758860,2022-06-20T12:10:00.000-05:00||2022-06-20T15:01:00.000-06:00,ORD||DEN,PHL||ORD,American Airlines||American Airlines,AA||AA,Boeing 737-800||Boeing 737-800,8700||9060,672||903,coach||coach
a10cf55d0994f233f7b7bc0ab047d359,2022-06-25,2022-08-21,CLT,LAX,E0APZNN1,PT9H8M,0,False,False,False,693.02,767.10,7,3003,1661108820||1661119140,2022-08-21T15:07:00.000-04:00||2022-08-21T17:59:00.000-04:00,1661115600||1661141700,2022-08-21T17:00:00.000-04:00||2022-08-21T21:15:00.000-07:00,JFK||LAX,CLT||JFK,JetBlue Airways||JetBlue Airways,B6||B6,Airbus A319||Airbus A319-321,6780||22560,545||2458,coach||coach
66ce4f0503bd7e184a90d62d4ac5fe20,2022-06-23,2022-07-17,CLT,JFK,OVAHZNN1,PT3H18M,0,False,False,False,133.95,166.10,7,552,1658056320||1658063220,2022-07-17T07:12:00.000-04:00||2022-07-17T09:07:00.000-04:00,1658060820||1658068200,2022-07-17T08:27:00.000-04:00||2022-07-17T10:30:00.000-04:00,RIC||JFK,CLT||RIC,American Airlines||American Airlines,AA||AA,Canadair Regional Jet 900||Embraer 175,4500||4980,257||295,coach||coach
9993322440be07cac4a709ff4ab04621,2022-05-28,2022-07-15,LGA,ORD,SL2AUEL1,PT11H41M,0,False,False,False,214.88,260.20,7,1047,1657887300||1657918500,2022-07-15T08:15:00.000-04:00||2022-07-15T16:55:00.000-04:00,1657891860||1657929360,2022-07-15T09:31:00.000-04:00||2022-07-15T18:56:00.000-05:00,BOS||ORD,LGA||BOS,JetBlue Airways||JetBlue Airways,B6||B6,Embraer 190||Airbus A320,4560||10860,185||862,coach||coach
60b67c27e47108502cf293ec027569c7,2022-05-26,2022-06-26,EWR,LAX,YH0JUEY5,PT6H2M,0,False,False,True,731.90,801.39,7,2458,1656284400,2022-06-26T19:00:00.000-04:00,1656306120,2022-06-26T22:02:00.000-07:00,LAX,EWR,American Airlines,AA,Airbus A321,21720,2458,coach
d7db4cdd37ec2bd42e75ff1e30144a2b,2022-05-28,2022-06-09,DEN,MIA,HA0OA0MC,PT7H37M,0,False,False,False,469.77,528.60,1,1803,1654776000||1654796400,2022-06-09T06:00:00.000-06:00||2022-06-09T13:40:00.000-04:00,1654786380||1654803420,2022-06-09T10:53:00.000-04:00||2022-06-09T15:37:00.000-04:00,ATL||MIA,DEN||ATL,Delta||Delta,DL||DL,Airbus A321||Boeing 737-900,10380||7020,1207||596,coach||coach
b43a194839495d5001ea925ab0627215,2022-05-27,2022-07-13,ORD,BOS,SAA2AKES,PT2H20M,0,False,False,True,133.95,158.60,3,862,1657716180,2022-07-13T07:43:00.000-05:00,1657724580,2022-07-13T11:03:00.000-04:00,BOS,ORD,United,UA,Boeing 737-900,8400,862,coach
4691698cc5e8bebf866c5f9cd1cd8d9e,2022-05-01,2022-06-03,PHL,CLT,BA0OA0MQ,PT5H37M,0,False,False,False,432.56,488.60,9,895,1654276320||1654291860,2022-06-03T13:12:00.000-04:00||2022-06-03T17:31:00.000-04:00,1654283880||1654296540,2022-06-03T15:18:00.000-04:00||2022-06-03T18:49:00.000-04:00,ATL||CLT,PHL||ATL,Delta||Delta,DL||DL,Boeing 737-900||Boeing 717,7560||4680,667||228,coach||coach
623f30b0dff7c27acc40bb1b3448f825,2022-05-04,2022-05-17,CLT,LGA,L7AHZNN1,PT1H47M,0,False,False,True,273.49,307.10,7,545,1652833440,2022-05-17T20:24:00.000-04:00,1652839860,2022-05-17T22:11:00.000-04:00,LGA,CLT,American Airlines,AA,Boeing 737-800,6420,545,coach
94ecdbd867693b845ae84e4ceeb43996,2022-05-21,2022-05-30,SFO,DTW,QA7QA0MQ,PT4H35M,1,False,False,True,422.33,468.61,9,2083,1653972300,2022-05-30T21:45:00.000-07:00,1653988800,2022-05-31T05:20:00.000-04:00,DTW,SFO,Delta,DL,Boeing 737-900,16500,2083,coach
794d70a16256daa51722f64d92a79683,2022-05-01,2022-06-11,JFK,DEN,HAVOA0MC,PT8H41M,0,False,False,False,352.56,402.60,5,2350,1654978500||1655004240,2022-06-11T16:15:00.000-04:00||2022-06-11T21:24:00.000-06:00,1654999140||1655009760,2022-06-11T19:59:00.000-06:00||2022-06-11T22:56:00.000-06:00,SLC||DEN,JFK||SLC,Delta||Delta,DL||DL,Boeing 737-900||Airbus A321,20640||5520,1970||380,coach||coach
feab4af3d3712f79cbbb23bee5d32dca,2022-05-06,2022-05-21,BOS,SFO,E0AHZNN1,PT10H47M,0,False,False,False,506.05,567.60,4,2751,1653158100||1653172200,2022-05-21T14:35:00.000-04:00||2022-05-21T18:30:00.000-04:00,1653163200||1653196920,2022-05-21T16:00:00.000-04:00||2022-05-21T22:22:00.000-07:00,JFK||SFO,BOS||JFK,JetBlue Airways||JetBlue Airways,B6||B6,AIRBUS INDUSTRIE A321 SHARKLETS||Airbus A319-321,5100||24720,185||2566,coach||coach
325a1d86e44355bc962bbe33dfadc714,2022-06-22,2022-07-18,MIA,IAD,V7AWZNN1,PT8H26M,0,False,False,False,514.42,580.70,7,979,1658147040||1658172300,2022-07-18T08:24:00.000-04:00||2022-07-18T15:25:00.000-04:00,1658154600||1658177400,2022-07-18T10:30:00.000-04:00||2022-07-18T16:50:00.000-04:00,CLT||IAD,MIA||CLT,American Airlines||American Airlines,AA||AA,Boeing 737-800||Canadair Regional Jet 900,7560||5100,652||327,coach||coach
59e0337ab23d7dc9ba0795d202d85878,2022-04-17,2022-05-24,LGA,DFW,VAA2AQES,PT5H48M,0,False,False,False,245.58,287.60,4,1398,1653386400||1653395400,2022-05-24T06:00:00.000-04:00||2022-05-24T08:30:00.000-04:00,1653391380||1653407280,2022-05-24T07:23:00.000-04:00||2022-05-24T10:48:00.000-05:00,IAD||DFW,LGA||IAD,United||United,UA||UA,||Airbus A319,4980||11880,221||1177,coach||coach
6d8c5ff69b00907116839c559d9f48c5,2022-05-04,2022-05-12,BOS,DFW,QA0NA0MQ,PT6H22M,0,False,False,False,258.60,301.60,1,1565,1652349900||1652358600,2022-05-12T06:05:00.000-04:00||2022-05-12T08:30:00.000-04:00,1652354700||1652372820,2022-05-12T07:25:00.000-04:00||2022-05-12T11:27:00.000-05:00,JFK||DFW,BOS||JFK,Delta||Delta,DL||DL,Airbus A220-100||Airbus A220-100,4800||14220,185||1380,coach||coach
6878261ddb129e043eeaadbeb139249b,2022-05-27,2022-07-02,CLT,BOS,GUAHZNN1,PT2H10M,1,False,False,True,152.56,177.10,7,728,1656815460,2022-07-02T22:31:00.000-04:00,1656823260,2022-07-03T00:41:00.000-04:00,BOS,CLT,American Airlines,AA,Airbus A321,7800,728,coach
93f02b3bea1afb5c7e8ef872dfb989d8,2022-05-28,2022-06-29,EWR,LAX,L3AJZNN1,PT8H,0,False,False,False,388.84,441.60,7,2509,1656511800||1656535560,2022-06-29T10:10:00.000-04:00||2022-06-29T13:46:00.000-07:00,1656530700||1656540600,2022-06-29T12:25:00.000-07:00||2022-06-29T15:10:00.000-07:00,PHX||LAX,EWR||PHX,American Airlines||American Airlines,AA||AA,Airbus A321||Airbus A321,18900||5040,2139||370,coach||coach
8e3b3ecd94466d3d70fba5fa411e98e9,2022-06-18,2022-06-21,DFW,LGA,N3AJZNN3,PT6H19M,0,False,False,False,152.56,186.10,1,1475,1655845860||1655862600,2022-06-21T16:11:00.000-05:00||2022-06-21T21:50:00.000-04:00,1655855040||1655868600,2022-06-21T19:44:00.000-04:00||2022-06-21T23:30:00.000-04:00,CLT||LGA,DFW||CLT,American Airlines||American Airlines,AA||AA,Airbus A321||Boeing 737-800,9180||6000,930||545,coach||coach
1c712c6c9455d9e82a3d45fa69d729af,2022-05-25,2022-06-12,BOS,DTW,G0AJZNN1,PT4H37M,0,False,False,False,189.77,227.60,6,,1655028000||1655037300,2022-06-12T06:00:00.000-04:00||2022-06-12T08:35:00.000-04:00,1655033760||1655044620,2022-06-12T07:36:00.000-04:00||2022-06-12T10:37:00.000-04:00,PHL||DTW,BOS||PHL,American Airlines||American Airlines,AA||AA,Airbus A321||Canadian Regional Jet 700,5760||7320,None||None,coach||coach
f4406a62387f8c349925392f0cbde6cd,2022-04-30,2022-05-09,MIA,EWR,VAA0OHEN,PT3H6M,0,False,False,True,254.88,288.60,6,1104,1652134140,2022-05-09T18:09:00.000-04:00,1652145300,2022-05-09T21:15:00.000-04:00,EWR,MIA,United,UA,Boeing 737 MAX 8,11160,1104,coach
ac2069abe05bf5623973fd4c55711f00,2022-05-18,2022-06-01,DTW,MIA,VUAHZNN3,PT8H48M,0,False,False,False,124.65,157.60,7,1589,1654098600||1654118700,2022-06-01T11:50:00.000-04:00||2022-06-01T17:25:00.000-04:00,1654104780||1654130280,2022-06-01T13:33:00.000-04:00||2022-06-01T20:38:00.000-04:00,JFK||MIA,DTW||JFK,JetBlue Airways||JetBlue Airways,B6||B6,Airbus A320||Boeing 737-800,6180||11580,485||1104,coach||coach
7c72c8ce4b096325ff372d43b52c3dc2,2022-05-08,2022-06-06,CLT,BOS,G7AHZNN1,PT2H5M,0,False,False,True,171.17,197.11,7,728,1654518300,2022-06-06T08:25:00.000-04:00,1654525800,2022-06-06T10:30:00.000-04:00,BOS,CLT,American Airlines,AA,Airbus A320,7500,728,coach
bf78150ee0c1a8886f025bbbf7b29ed8,2022-06-04,2022-06-29,JFK,IAD,KA3OA0MQ,PT4H52M,0,False,False,False,323.73,371.61,9,591,1656498540||1656510180,2022-06-29T06:29:00.000-04:00||2022-06-29T09:43:00.000-04:00,1656503160||1656516060,2022-06-29T07:46:00.000-04:00||2022-06-29T11:21:00.000-04:00,BOS||IAD,JFK||BOS,Delta||United,DL||UA,Embraer 175||Boeing 737 MAX 9,4620||5880,185||406,coach||coach
02583e4416a94af30f4cc7cb4d50b507,2022-04-28,2022-05-31,CLT,LAX,V7AWZNN1,PT10H10M,0,False,False,False,302.33,347.11,3,2991,1654030140||1654045500,2022-05-31T16:49:00.000-04:00||2022-05-31T21:05:00.000-04:00,1654037400||1654066740,2022-05-31T18:50:00.000-04:00||2022-05-31T23:59:00.000-07:00,MIA||LAX,CLT||MIA,American Airlines||American Airlines,AA||AA,Boeing 737-800||,7260||21240,652||2339,coach||coach
92aab5155e9ec89e9760b3f935488b05,2022-06-17,2022-07-28,JFK,OAK,MH0OAJMN,PT11H34M,0,False,False,False,544.19,608.60,7,3069,1659015000||1659049020,2022-07-28T09:30:00.000-04:00||2022-07-28T15:57:00.000-07:00,1659037200||1659056640,2022-07-28T12:40:00.000-07:00||2022-07-28T18:04:00.000-07:00,SEA||OAK,JFK||SEA,Alaska Airlines||Alaska Airlines,AS||AS,Boeing 737-900||Embraer 175,22200||7620,2397||672,coach||coach
890abbad1b1d860dc45b9bf5c2bcea7c,2022-05-05,2022-05-08,BOS,LGA,TA3UA0BQ,PT1H26M,0,True,False,True,73.49,93.60,9,185,1652040000,2022-05-08T16:00:00.000-04:00,1652045160,2022-05-08T17:26:00.000-04:00,LGA,BOS,Delta,DL,Embraer 175,5160,185,coach
40ef69cf33b3fd909051daf960f0aef6,2022-05-13,2022-06-25,LAX,DEN,HA3OA0MQ,PT6H18M,0,False,False,False,287.45,332.61,9,970,1656181800||1656198900,2022-06-25T11:30:00.000-07:00||2022-06-25T17:15:00.000-06:00,1656188160||1656204480,2022-06-25T14:16:00.000-06:00||2022-06-25T18:48:00.000-06:00,SLC||DEN,LAX||SLC,Delta||Delta,DL||DL,Boeing 737-800||Airbus A319,6360||5580,590||380,coach||coach
4ddd1bb2023d891efc23e75202b6905f,2022-04-20,2022-05-28,PHL,LAX,VAA3AKEN,PT8H5M,0,False,False,False,411.16,465.60,2,2417,1653747000||1653759900,2022-05-28T10:10:00.000-04:00||2022-05-28T12:45:00.000-05:00,1653755580||1653776100,2022-05-28T11:33:00.000-05:00||2022-05-28T15:15:00.000-07:00,ORD||LAX,PHL||ORD,United||United,UA||UA,Airbus A320||Boeing 757-300,8580||16200,672||1745,coach||coach
499cc75f1db3e48abd9d3fa13cfae2d9,2022-05-02,2022-05-05,DFW,BOS,B3AHZNN1,PT6H59M,0,False,False,False,205.58,244.60,7,1565,1651779960||1651800600,2022-05-05T14:46:00.000-05:00||2022-05-05T21:30:00.000-04:00,1651793220||1651805100,2022-05-05T19:27:00.000-04:00||2022-05-05T22:45:00.000-04:00,JFK||BOS,DFW||JFK,JetBlue Airways||JetBlue Airways,B6||B6,Boeing 737-800||AIRBUS INDUSTRIE A321 SHARKLETS,13260||4500,1380||185,coach||coach
